 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
Jan 18;268.170
Feb 18;199.727
Mar 18;368.829
Apr 18;331.311
May 18;244.218
Jun 18;391.480
Jul 18;396.752
Aug 18;384.790
Sep 18;374.302
Oct 18;304.170
Nov 18;204.570
Dec 18;179.737
