 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
Jan 17;236.123
Feb 17;250.612
Mar 17;381.247
Apr 17;412.719
May 17;411.045
Jun 17;347.947
Jul 17;424.242
Aug 17;367.419
Sep 17;398.319
Oct 17;312.687
Nov 17;243.394
Dec 17;187.073
