 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
5/1/18;
5/2/18;
5/3/18;
5/4/18;
5/5/18;
5/6/18;
5/7/18;
5/8/18;
5/9/18;
5/10/18;14.326
5/11/18;16.631
5/12/18;16.581
5/13/18;16.770
5/14/18;13.550
5/15/18;9.920
5/16/18;6.088
5/17/18;11.621
5/18/18;11.836
5/19/18;10.803
5/20/18;11.094
5/21/18;8.622
5/22/18;5.605
5/23/18;8.990
5/24/18;7.993
5/25/18;10.986
5/26/18;13.509
5/27/18;11.197
5/28/18;8.559
5/29/18;8.092
5/30/18;9.557
5/31/18;11.888
