 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
12/1/20;12.089
12/2/20;11.986
12/3/20;8.943
12/4/20;1.575
12/5/20;11.408
12/6/20;7.700
12/7/20;9.524
12/8/20;11.496
12/9/20;10.825
12/10/20;10.572
12/11/20;9.718
12/12/20;3.041
12/13/20;9.083
12/14/20;8.969
12/15/20;10.784
12/16/20;
12/17/20;
12/18/20;
12/19/20;
12/20/20;
12/21/20;
12/22/20;
12/23/20;
12/24/20;
12/25/20;
12/26/20;
12/27/20;
12/28/20;
12/29/20;
12/30/20;
12/31/20;
