 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
2/1/19;10.303
2/2/19;3.991
2/3/19;5.177
2/4/19;5.895
2/5/19;5.789
2/6/19;3.826
2/7/19;11.382
2/8/19;11.744
2/9/19;5.695
2/10/19;4.602
2/11/19;2.936
2/12/19;3.691
2/13/19;14.137
2/14/19;8.487
2/15/19;2.364
2/16/19;10.294
2/17/19;3.319
2/18/19;13.147
2/19/19;0.693
2/20/19;1.487
2/21/19;5.520
2/22/19;10.272
2/23/19;5.240
2/24/19;13.935
2/25/19;14.332
2/26/19;7.592
2/27/19;4.029
2/28/19;4.893
