 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
2/1/17;11.245
2/2/17;7.048
2/3/17;3.610
2/4/17;12.815
2/5/17;2.999
2/6/17;9.828
2/7/17;1.597
2/8/17;4.102
2/9/17;13.834
2/10/17;13.378
2/11/17;9.049
2/12/17;3.259
2/13/17;13.527
2/14/17;11.966
2/15/17;8.306
2/16/17;14.242
2/17/17;12.465
2/18/17;5.283
2/19/17;12.984
2/20/17;11.622
2/21/17;2.580
2/22/17;5.876
2/23/17;9.225
2/24/17;13.766
2/25/17;15.204
2/26/17;15.655
2/27/17;2.140
2/28/17;3.007
