 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
2/1/18;5.142
2/2/18;11.946
2/3/18;12.192
2/4/18;2.748
2/5/18;13.579
2/6/18;12.066
2/7/18;2.348
2/8/18;10.308
2/9/18;8.727
2/10/18;2.238
2/11/18;1.125
2/12/18;3.354
2/13/18;3.581
2/14/18;4.282
2/15/18;4.592
2/16/18;7.032
2/17/18;10.015
2/18/18;4.234
2/19/18;7.678
2/20/18;5.197
2/21/18;6.705
2/22/18;11.000
2/23/18;10.322
2/24/18;11.086
2/25/18;2.251
2/26/18;6.355
2/27/18;15.130
2/28/18;4.494
