 ;City of W. Point Welcome Centr / Total yield / Meter Change  [kWh]0
Jan 20;217.573
Feb 20;202.525
Mar 20;272.346
Apr 20;394.578
May 20;401.704
Jun 20;355.355
Jul 20;403.350
Aug 20;388.762
Sep 20;331.103
Oct 20;281.137
Nov 20;240.581
Dec 20;137.713
