 ;CO2 Saved [Month] / Meter Change [kg] / June 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;274.036;2553.639
;274.04 / [Total];2553.64 / [Total]
