 ;CO2 Saved [Month] / Meter Change [kg] / August 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;257.193;2780.979
;257.19 / [Total];2780.98 / [Total]
