 ;CO2 Saved [Month] / Meter Change [kg] / November 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;170.376;2780.979
;170.38 / [Total];2780.98 / [Total]
