 ;CO2 Saved [Month] / Meter Change [kg] / February 2020;CO2 Saved [Year] / Meter Change [kg] / 2020
City of W. Point Welcome Centr;141.768;2538.709
;141.77 / [Total];2538.71 / [Total]
