 ;CO2 Saved [Month] / Meter Change [kg] / June 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;256.822;2760.573
;256.82 / [Total];2760.57 / [Total]
