 ;CO2 Saved [Month] / Meter Change [kg] / September 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;226.506;2760.573
;226.51 / [Total];2760.57 / [Total]
