 ;CO2 Saved [Month] / Meter Change [kg] / August 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;269.353;2553.639
;269.35 / [Total];2553.64 / [Total]
