 ;CO2 Saved [Month] / Meter Change [kg] / August 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;291.581;3022.681
;291.58 / [Total];3022.68 / [Total]
