 ;City of W. Point Welcome Centr / CO2 avoidance / Meter Change  [kg]0
12/1/20;8.462
12/2/20;8.390
12/3/20;6.260
12/4/20;1.103
12/5/20;7.986
12/6/20;5.390
12/7/20;6.667
12/8/20;8.047
12/9/20;7.578
12/10/20;7.400
12/11/20;6.803
12/12/20;2.129
12/13/20;6.358
12/14/20;6.278
12/15/20;7.549
12/16/20;
12/17/20;
12/18/20;
12/19/20;
12/20/20;
12/21/20;
12/22/20;
12/23/20;
12/24/20;
12/25/20;
12/26/20;
12/27/20;
12/28/20;
12/29/20;
12/30/20;
12/31/20;
