 ;CO2 Saved [Month] / Meter Change [kg] / March 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;266.434;3022.681
;266.43 / [Total];3022.68 / [Total]
