 ;CO2 Saved [Month] / Meter Change [kg] / December 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;130.951;2780.979
;130.95 / [Total];2780.98 / [Total]
