 ;CO2 Saved [Month] / Meter Change [kg] / August 2020;CO2 Saved [Year] / Meter Change [kg] / 2020
City of W. Point Welcome Centr;272.133;2538.709
;272.13 / [Total];2538.71 / [Total]
