 ;CO2 Saved [Month] / Meter Change [kg] / May 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;170.953;2553.639
;170.95 / [Total];2553.64 / [Total]
