 ;CO2 Saved [Month] / Meter Change [kg] / April 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;231.918;2553.639
;231.92 / [Total];2553.64 / [Total]
