 ;CO2 Saved [Month] / Meter Change [kg] / April 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;288.903;2780.979
;288.90 / [Total];2780.98 / [Total]
