 ;CO2 Saved [Month] / Meter Change [kg] / October 2020;CO2 Saved [Year] / Meter Change [kg] / 2020
City of W. Point Welcome Centr;196.796;2538.709
;196.80 / [Total];2538.71 / [Total]
