 ;CO2 Saved [Month] / Meter Change [kg] / March 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;258.180;2553.639
;258.18 / [Total];2553.64 / [Total]
