 ;CO2 Saved [Month] / Meter Change [kg] / May 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;311.626;3022.681
;311.63 / [Total];3022.68 / [Total]
