 ;CO2 Saved [Month] / Meter Change [kg] / November 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;159.793;2760.573
;159.79 / [Total];2760.57 / [Total]
