 ;CO2 Saved [Month] / Meter Change [kg] / April 2020;CO2 Saved [Year] / Meter Change [kg] / 2020
City of W. Point Welcome Centr;276.205;2538.709
;276.20 / [Total];2538.71 / [Total]
