 ;City of W. Point Welcome Centr / CO2 avoidance / Meter Change  [kg]0
4/1/18;12.361
4/2/18;11.177
4/3/18;7.880
4/4/18;7.906
4/5/18;13.158
4/6/18;10.198
4/7/18;1.854
4/8/18;11.151
4/9/18;4.717
4/10/18;10.578
4/11/18;13.089
4/12/18;12.641
4/13/18;12.453
4/14/18;8.488
4/15/18;3.800
4/16/18;13.878
4/17/18;13.238
4/18/18;12.494
4/19/18;12.921
4/20/18;13.464
4/21/18;11.886
4/22/18;1.103
4/23/18;8.561
4/24/18;2.923
4/25/18;
4/26/18;
4/27/18;
4/28/18;
4/29/18;
4/30/18;
