 ;CO2 Saved [Month] / Meter Change [kg] / January 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;155.659;2760.573
;155.66 / [Total];2760.57 / [Total]
