 ;CO2 Saved [Month] / Meter Change [kg] / February 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;136.340;2760.573
;136.34 / [Total];2760.57 / [Total]
