 ;CO2 Saved [Month] / Meter Change [kg] / October 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;261.598;3022.681
;261.60 / [Total];3022.68 / [Total]
