 ;CO2 Saved [Month] / Meter Change [kg] / February 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;139.809;2553.639
;139.81 / [Total];2553.64 / [Total]
