 ;CO2 Saved [Month] / Meter Change [kg] / September 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;289.386;3022.681
;289.39 / [Total];3022.68 / [Total]
