 ;CO2 Saved [Month] / Meter Change [kg] / February 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;217.599;3022.681
;217.60 / [Total];3022.68 / [Total]
