 ;CO2 Saved [Month] / Meter Change [kg] / July 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;287.081;3022.681
;287.08 / [Total];3022.68 / [Total]
