 ;CO2 Saved [Month] / Meter Change [kg] / July 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;277.355;2760.573
;277.36 / [Total];2760.57 / [Total]
