 ;City of W. Point Welcome Centr / CO2 avoidance / Meter Change  [kg]0
2/1/17;7.872
2/2/17;4.934
2/3/17;2.527
2/4/17;8.971
2/5/17;2.099
2/6/17;6.880
2/7/17;1.118
2/8/17;2.871
2/9/17;9.684
2/10/17;9.365
2/11/17;6.334
2/12/17;2.281
2/13/17;9.469
2/14/17;8.376
2/15/17;5.814
2/16/17;9.969
2/17/17;8.726
2/18/17;3.698
2/19/17;9.089
2/20/17;8.135
2/21/17;1.806
2/22/17;4.113
2/23/17;6.458
2/24/17;9.636
2/25/17;10.643
2/26/17;10.959
2/27/17;1.498
2/28/17;2.105
