 ;CO2 Saved [Month] / Meter Change [kg] / May 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;287.732;2780.979
;287.73 / [Total];2780.98 / [Total]
