 ;CO2 Saved [Month] / Meter Change [kg] / March 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;266.873;2780.979
;266.87 / [Total];2780.98 / [Total]
