 ;CO2 Saved [Month] / Meter Change [kg] / April 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;282.895;2760.573
;282.90 / [Total];2760.57 / [Total]
