 ;CO2 Saved [Month] / Meter Change [kg] / November 2016;CO2 Saved [Year] / Meter Change [kg] / 2016
City of W. Point Welcome Centr;194.796;3022.681
;194.80 / [Total];3022.68 / [Total]
