 ;City of W. Point Welcome Centr / CO2 avoidance / Meter Change  [kg]0
2/1/18;3.599
2/2/18;8.362
2/3/18;8.534
2/4/18;1.924
2/5/18;9.505
2/6/18;8.446
2/7/18;1.644
2/8/18;7.216
2/9/18;6.109
2/10/18;1.567
2/11/18;0.788
2/12/18;2.348
2/13/18;2.507
2/14/18;2.997
2/15/18;3.214
2/16/18;4.922
2/17/18;7.011
2/18/18;2.964
2/19/18;5.375
2/20/18;3.638
2/21/18;4.694
2/22/18;7.700
2/23/18;7.225
2/24/18;7.760
2/25/18;1.576
2/26/18;4.449
2/27/18;10.591
2/28/18;3.146
