 ;CO2 Saved [Month] / Meter Change [kg] / June 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;243.563;2780.979
;243.56 / [Total];2780.98 / [Total]
