 ;CO2 Saved [Month] / Meter Change [kg] / July 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;277.726;2553.639
;277.73 / [Total];2553.64 / [Total]
