 ;CO2 Saved [Month] / Meter Change [kg] / March 2019;CO2 Saved [Year] / Meter Change [kg] / 2019
City of W. Point Welcome Centr;257.380;2760.573
;257.38 / [Total];2760.57 / [Total]
