 ;CO2 Saved [Month] / Meter Change [kg] / November 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;143.199;2553.639
;143.20 / [Total];2553.64 / [Total]
