 ;CO2 Saved [Month] / Meter Change [kg] / January 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;187.719;2553.639
;187.72 / [Total];2553.64 / [Total]
