 ;City of W. Point Welcome Centr / CO2 avoidance / Meter Change  [kg]0
2/1/19;7.212
2/2/19;2.794
2/3/19;3.624
2/4/19;4.127
2/5/19;4.052
2/6/19;2.678
2/7/19;7.967
2/8/19;8.221
2/9/19;3.987
2/10/19;3.221
2/11/19;2.055
2/12/19;2.584
2/13/19;9.896
2/14/19;5.941
2/15/19;1.655
2/16/19;7.206
2/17/19;2.323
2/18/19;9.203
2/19/19;0.485
2/20/19;1.041
2/21/19;3.864
2/22/19;7.190
2/23/19;3.668
2/24/19;9.755
2/25/19;10.032
2/26/19;5.314
2/27/19;2.820
2/28/19;3.425
