 ;CO2 Saved [Month] / Meter Change [kg] / January 2017;CO2 Saved [Year] / Meter Change [kg] / 2017
City of W. Point Welcome Centr;165.286;2780.979
;165.29 / [Total];2780.98 / [Total]
