 ;CO2 Saved [Month] / Meter Change [kg] / January 2020;CO2 Saved [Year] / Meter Change [kg] / 2020
City of W. Point Welcome Centr;152.301;2538.709
;152.30 / [Total];2538.71 / [Total]
