 ;CO2 Saved [Month] / Meter Change [kg] / September 2018;CO2 Saved [Year] / Meter Change [kg] / 2018
City of W. Point Welcome Centr;262.011;2553.639
;262.01 / [Total];2553.64 / [Total]
